id,url,title,description,priceText,price,perNight,nights,rating,reviews,bedrooms,beds,bathrooms,guests,roomType,latitude,longitude,checkIn,checkOut,accuracyRating,cleanlinessRating,communicationRating,locationRating,valueRating,guestRating,debug,ratingBucket,valueScore
1181139724598304502,https://www.airbnb.com/rooms/1181139724598304502?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3DMCShwSKELN-tK&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Manila,Manila/Poblado Cozy studio apartment with bathroom,$192,192,38.4,5,4.7,122,1,1,1,2,Entire home/apt,6.21404,-75.57111,2026-07-13,2026-07-18,4.8,4.82,4.87,4.93,4.76,4.824285714285715,,4.7,0.12239583333333334
54375812,https://www.airbnb.com/rooms/54375812?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3tVromNgmo4IMGr&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Tesoro,"Private Jacuzzi, 10th floor Charming Oasis",$790,790,158,5,4.97,198,2,2,2,4,Entire home/apt,6.206118435073597,-75.55540126845517,2026-07-10,2026-07-15,4.98,4.96,4.99,4.92,4.92,4.957142857142857,,4.9,0.03145569620253164
1617451731494007353,https://www.airbnb.com/rooms/1617451731494007353?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3LIl1xrb83PDrvR&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Laureles - Estadio,Laureles Apartment | 5 min to the Estadio Metro Station,$184,184,36.8,5,5,11,1,2,1,4,Entire home/apt,6.2521,-75.5871,2026-07-12,2026-07-17,5,5,5,4.82,5,4.974285714285714,,5.0,0.13586956521739132
1610390855385178161,https://www.airbnb.com/rooms/1610390855385178161?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3vbSAnfuWSFnrHr&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Poblado,Exclusive apartment @ Lleras Park/AC/security/WiFi/Jacuzzi,$326,326,65.2,5,4.8,20,1,1,1,2,Entire home/apt,6.20862,-75.56731,2026-07-13,2026-07-18,4.7,4.9,4.85,4.75,4.8,4.807142857142857,,4.8,0.07361963190184048
1683460295203936053,https://www.airbnb.com/rooms/1683460295203936053?search_mode=regular_search&adults=1&check_in=2027-01-31&check_out=2027-02-05&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3AWOTj8v5KpT7oG&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Medellín,"New 27th Fl Poblado Duplex l View, AC, Pool & Gym.",$535,535,107,5,5,8,1,2,1,3,Entire home/apt,6.216016422994174,-75.55640422310546,2027-01-31,2027-02-05,5,4.88,4.88,5,5,4.965714285714285,,5.0,0.04672897196261682
1557346686994252120,https://www.airbnb.com/rooms/1557346686994252120?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3Gx9lwVtcIQDWgN&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Poblado,Luxury Apt @LlerasPark/AC/1mn Provenza/sauna/jacuz,$350,350,70,5,4.93,27,1,1,1,2,Entire home/apt,6.2083,-75.5678,2026-07-12,2026-07-17,4.96,4.96,5,4.89,5,4.9628571428571435,,4.9,0.07042857142857142
1136275890628487628,https://www.airbnb.com/rooms/1136275890628487628?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3IGVqvyxcG5kc8c&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Loft in Medellín,Poblado•15-min walk to Lleras & Provenza•Wi-Fi•209,$239,239,47.8,5,4.88,162,1,1,1,2,Entire home/apt,6.1992,-75.5654,2026-07-11,2026-07-16,4.93,4.94,4.92,4.94,4.88,4.921428571428572,,4.8,0.10209205020920502
1684218358461502787,https://www.airbnb.com/rooms/1684218358461502787?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P36ekpQlmYqpKfYK&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Medellín,Excellent 2 BR W/ Great View and Rooftop,$498,498,99.6,5,5,5,2,2,2,4,Entire home/apt,6.191616228157868,-75.56157662624251,2026-07-13,2026-07-18,5,5,5,5,5,5,,5.0,0.050200803212851405
1700137532381197309,https://www.airbnb.com/rooms/1700137532381197309?search_mode=regular_search&adults=1&check_in=2026-08-06&check_out=2026-08-11&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3nQ-KzmjQFQCU2h&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Manila,"Private Master Suite | Jacuzzi, Balcony & AC",$666,666,133.2,5,5,5,1,2,1,2,Entire home/apt,6.2122,-75.57352,2026-08-06,2026-08-11,5,5,5,5,5,4.971428571428571,,5.0,0.03753753753753754
1692954809089145593,https://www.airbnb.com/rooms/1692954809089145593?search_mode=regular_search&adults=1&check_in=2026-09-13&check_out=2026-09-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3t2_6oG2yiCI9P2&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Condo in Medellín,[C] Poblado Palms Ave|25th FL City View|Balcony,$691,691,138.2,5,5,3,1,1,1,2,Entire home/apt,6.2164,-75.5569,2026-09-13,2026-09-18,4.67,5,5,4.67,5,4.905714285714287,,5.0,0.036179450072358905
981162744256956430,https://www.airbnb.com/rooms/981162744256956430?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3soFW2oXd8dsk3E&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Poblado,The Spot Bldg Penthouse 52,$964,964,192.8,5,4.94,143,3,3,3,6,Entire home/apt,6.21007,-75.56605,2026-07-15,2026-07-20,4.96,4.98,4.92,4.96,4.92,4.942857142857143,,4.9,0.02562240663900415
981195250626109835,https://www.airbnb.com/rooms/981195250626109835?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3usUNTamnYpSwEB&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Poblado,The Spot Bldg 41 Penthouse - Billard + 4 Rooms,$1049,1049,209.8,5,4.87,135,4,4,4,8,Entire home/apt,6.2104,-75.56479,2026-07-09,2026-07-14,4.9,4.96,4.83,4.93,4.8,4.872857142857143,,4.8,0.02321258341277407
1529889453255454986,https://www.airbnb.com/rooms/1529889453255454986?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3BQRgia3t5GgbTQ&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in El Poblado,"Top Provenza location, private Jacuzzi and comfort",$478,478,95.6,5,4.96,28,1,1,1,2,Entire home/apt,6.210569752096387,-75.56677583903691,2026-07-11,2026-07-16,4.96,5,5,4.96,4.96,4.977142857142858,,4.9,0.051882845188284524
1624760459000916034,https://www.airbnb.com/rooms/1624760459000916034?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3uLGSR-Sx6Kcl0d&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Medellín,Splendid Duplex in Poblado,$494,494,98.8,5,0,0,1,2,1,4,Entire home/apt,6.215988403789424,-75.5576024145941,2026-07-13,2026-07-18,5,5,5,5,5,5,,unknown,0
1699444267691107680,https://www.airbnb.com/rooms/1699444267691107680?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3KsvNjLzi_TiK8t&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Medellín,Apartment For Work And Relax In El Poblado,$699,699,139.8,5,0,0,3,4,3,6,Entire home/apt,6.2117,-75.5584,2026-07-09,2026-07-14,5,5,5,5,5,5,,unknown,0
1711975825570526217,https://www.airbnb.com/rooms/1711975825570526217?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3gwt0ApmnsjJp8w&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Apartment in Laureles,"Aura ~ Calma Loft, Jacuzzi & Connection + AC",$281,281,56.2,5,0,0,1,1,1,2,Entire home/apt,6.2436,-75.5931,2026-07-10,2026-07-15,5,5,5,5,5,5,,unknown,0
1355889039405857216,https://www.airbnb.com/rooms/1355889039405857216?search_mode=regular_search&adults=1&check_in=2026-08-18&check_out=2026-08-23&children=0&infants=0&pets=0&source_impression_id=p3_1783637749_P3-PcOy012399XOq&previous_page_section_name=1000&federated_search_id=0b135210-fccd-4e6f-b666-2877f59fadbf,Loft in El Poblado,Brand new apartment in El Parque El Poblado,$386,386,77.2,5,4.98,85,1,2,1,3,Entire home/apt,6.2097,-75.5712,2026-08-18,2026-08-23,4.95,4.99,5,4.96,4.96,4.970000000000001,,4.9,0.0645077720207254
1529889453255454986,https://www.airbnb.com/rooms/1529889453255454986?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3_cHxdQyHmnDqAU&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Poblado,"Top Provenza location, private Jacuzzi and comfort",$478,478,95.6,5,4.96,28,1,1,1,2,Entire home/apt,6.210569752096387,-75.56677583903691,2026-07-11,2026-07-16,4.96,5,5,4.96,4.96,4.977142857142858,,4.9,0.051882845188284524
48692693,https://www.airbnb.com/rooms/48692693?search_mode=regular_search&adults=1&check_in=2026-10-12&check_out=2026-10-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3b5ik-KEL5tlfWJ&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Poblado,●WiFi 200Mb ☆WalkScore 100 Poblado♥ KingBed Lleras (King-sized Bed),$262,262,52.4,5,4.75,380,1,1,1,2,Entire home/apt,6.2092,-75.567,2026-10-12,2026-10-17,4.79,4.82,4.86,4.81,4.77,4.811428571428571,,4.7,0.09064885496183206
1355889039405857216,https://www.airbnb.com/rooms/1355889039405857216?search_mode=regular_search&adults=1&check_in=2026-08-18&check_out=2026-08-23&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P369hLMx0mlFHHK5&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Loft in El Poblado,Brand new apartment in El Parque El Poblado,$386,386,77.2,5,4.98,85,1,2,1,3,Entire home/apt,6.2097,-75.5712,2026-08-18,2026-08-23,4.95,4.99,5,4.96,4.96,4.970000000000001,,4.9,0.0645077720207254
681219291347517703,https://www.airbnb.com/rooms/681219291347517703?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3DX8fZuJZSxiFig&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Place to stay in Medellín,8Private room in a house near Provenza on quiet St,$180,180,36,5,4.75,163,1,1,1,2,Private room,6.21278,-75.56347,2026-07-13,2026-07-18,4.82,4.76,4.74,4.75,4.79,4.784285714285714,,4.7,0.13194444444444445
959763317934097640,https://www.airbnb.com/rooms/959763317934097640?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3l0DDqCV8pf4VJE&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Poblado,"Studio· Poblado· Jacuzzi, A/C, Patio, Top Location",$470,470,94,5,4.85,186,1,2,1,3,Entire home/apt,6.2107,-75.5693,2026-07-12,2026-07-17,4.87,4.91,4.93,4.87,4.82,4.882857142857143,,4.8,0.05159574468085106
1595778209392349741,https://www.airbnb.com/rooms/1595778209392349741?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3MdcmEA1nIYGI6w&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Tesoro,Luxury Studio Apartment | Amazing View of Medellín,$329,329,65.8,5,4.96,25,1,2,1,3,Entire home/apt,6.203095457520713,-75.56031399675655,2026-07-10,2026-07-15,4.96,5,4.96,5,4.96,4.977142857142858,,4.9,0.07537993920972645
1437747809688217130,https://www.airbnb.com/rooms/1437747809688217130?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3lod_Q9_TSo-yS0&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,El Poblado Amazing Penthouse w/ Breathtaking Views,$1436,1436,287.2,5,5,44,4,4,3,6,Entire home/apt,6.22058,-75.56226,2026-07-10,2026-07-15,4.98,4.98,4.98,4.98,4.98,4.985714285714287,,5.0,0.017409470752089137
1478205956646827121,https://www.airbnb.com/rooms/1478205956646827121?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3xli_-3MmSZEUX1&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Tesoro,Wake Up in the Sky • MillionDollar View • Floor 24,$1300,1300,260,5,4.96,45,2,2,2,4,Entire home/apt,6.2063,-75.5546,2026-07-12,2026-07-17,4.96,4.98,4.96,4.91,4.82,4.935714285714285,,4.9,0.019076923076923078
1699444267691107680,https://www.airbnb.com/rooms/1699444267691107680?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P36Nxc7TGNSeO67h&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,Apartment For Work And Relax In El Poblado,$699,699,139.8,5,0,0,3,4,3,6,Entire home/apt,6.2117,-75.5584,2026-07-09,2026-07-14,5,5,5,5,5,5,,unknown,0
681093660494508903,https://www.airbnb.com/rooms/681093660494508903?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&photo_id=1457758935&source_impression_id=p3_1783637754_P3Y-Vfm2-gQPwXe4&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Room in Medellín,3Private room w. patio in a house near Provenza,$173,173,34.6,5,4.72,168,1,1,1,2,Private room,6.21236,-75.56175,2026-07-13,2026-07-18,4.79,4.73,4.77,4.87,4.8,4.784285714285715,,4.7,0.13641618497109825
954671153472246455,https://www.airbnb.com/rooms/954671153472246455?search_mode=regular_search&adults=1&check_in=2026-09-07&check_out=2026-09-12&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3RAltBo49hRun-Z&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Poblado,Studio · Poblado · A/C + Fast WiFi + Top Location,$328,328,65.6,5,4.86,183,1,1,1,2,Entire home/apt,6.2107,-75.5693,2026-09-07,2026-09-12,4.9,4.92,4.91,4.91,4.87,4.898571428571429,,4.8,0.07408536585365855
1634415613373704151,https://www.airbnb.com/rooms/1634415613373704151?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3NLD310zmzfsOZg&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,"Apt with Private Sundeck & City View. Gym, Cowork",$412,412,82.4,5,5,11,1,1,1,2,Entire home/apt,6.189426874901386,-75.56294292707508,2026-07-10,2026-07-15,5,5,5,4.82,5,4.961428571428572,,5.0,0.06067961165048543
44076567,https://www.airbnb.com/rooms/44076567?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3kqktth6pZ7fQn7&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Loft in Medellín,A/C ☆200Mb WiFi ☆Pool ●Nature ☆King Bed Poblado ♥,$246,246,49.2,5,4.77,423,1,1,1,2,Entire home/apt,6.198,-75.5699,2026-07-09,2026-07-14,4.87,4.86,4.88,4.89,4.79,4.854285714285714,,4.7,0.09695121951219511
1629283190231703817,https://www.airbnb.com/rooms/1629283190231703817?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3h4h5o1O6h9Y5Iw&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Tesoro,loft overlooking Medellin / parking / Wi-Fi / El Poblado,$287,287,57.4,5,4.91,11,1,2,1,3,Entire home/apt,6.20453,-75.55806,2026-07-15,2026-07-20,4.91,4.73,5,5,5,4.935714285714285,,4.9,0.08554006968641116
1249400082255680548,https://www.airbnb.com/rooms/1249400082255680548?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3udg1RwfVq1wmX5&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in El Poblado,H10-Provenza 3007,$1563,1563,312.6,5,4.85,75,3,3,3,6,Entire home/apt,6.2089,-75.5652,2026-07-30,2026-08-04,4.88,4.99,4.83,4.95,4.84,4.877142857142857,,4.8,0.0155150351887396
2988764,https://www.airbnb.com/rooms/2988764?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3z3SUu27Rxo0sif&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,"Blux 2 Bedrooms, Near Provenza, Pv Balconies, View",$531,531,106.2,5,4.84,274,2,2,2,5,Entire home/apt,6.21273,-75.56211,2026-07-09,2026-07-14,4.9,4.96,4.92,4.91,4.78,4.885714285714286,,4.8,0.0455743879472693
553642029978804070,https://www.airbnb.com/rooms/553642029978804070?search_mode=regular_search&adults=1&check_in=2026-08-29&check_out=2026-09-03&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P35nC9J_ZBaZo1HD&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,702 Entire apartment | Near Lleras | Pool | Gym,$729,729,145.8,5,4.91,139,3,3,2,5,Entire home/apt,6.21384,-75.56383,2026-08-29,2026-09-03,4.95,4.94,4.93,4.95,4.88,4.931428571428571,,4.9,0.03367626886145404
1216794214443848729,https://www.airbnb.com/rooms/1216794214443848729?search_mode=regular_search&adults=1&check_in=2026-09-08&check_out=2026-09-13&children=0&infants=0&pets=0&source_impression_id=p3_1783637754_P3m_pOyuET3SNt74&previous_page_section_name=1000&federated_search_id=b7812370-791c-4974-8f9a-857b36a5d2c0,Apartment in Medellín,Great view 3 bedroom apartment near Provenza,$986,986,197.2,5,4.96,112,3,3,4,6,Entire home/apt,6.2135,-75.5645,2026-09-08,2026-09-13,4.96,4.89,4.91,4.98,4.94,4.942857142857143,,4.9,0.02515212981744422
2988764,https://www.airbnb.com/rooms/2988764?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3RISXqUbtxpLiVv&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,"Blux 2 Bedrooms, Near Provenza, Pv Balconies, View",$531,531,106.2,5,4.84,274,2,2,2,5,Entire home/apt,6.21273,-75.56211,2026-07-09,2026-07-14,4.9,4.96,4.92,4.91,4.78,4.885714285714286,,4.8,0.0455743879472693
1215942811904814004,https://www.airbnb.com/rooms/1215942811904814004?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P38dlQQuUXxKpPQf&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,A/C | 15 min->Leras | Self Check-in| Full Kitchen,$277,277,55.4,5,4.95,39,1,1,1,2,Entire home/apt,6.214,-75.5607,2026-07-09,2026-07-14,4.97,4.92,5,4.85,4.92,4.944285714285715,,4.9,0.08935018050541517
1265912049395735226,https://www.airbnb.com/rooms/1265912049395735226?search_mode=regular_search&adults=1&check_in=2026-07-22&check_out=2026-07-27&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3Lk2NhXKwXIObGL&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Tesoro,Luxury 26th Penthouse w/Stunning Private Tub Views,$1192,1192,238.4,5,4.92,110,1,1,2,2,Entire home/apt,6.2063,-75.5546,2026-07-22,2026-07-27,4.93,4.93,4.92,4.95,4.83,4.918571428571428,,4.9,0.02063758389261745
1249400082255680548,https://www.airbnb.com/rooms/1249400082255680548?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3aaUprsohjhKOlG&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Poblado,H10-Provenza 3007,$1563,1563,312.6,5,4.85,75,3,3,3,6,Entire home/apt,6.2089,-75.5652,2026-07-30,2026-08-04,4.88,4.99,4.83,4.95,4.84,4.877142857142857,,4.8,0.0155150351887396
553642029978804070,https://www.airbnb.com/rooms/553642029978804070?search_mode=regular_search&adults=1&check_in=2026-08-29&check_out=2026-09-03&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3Pqdm5yOVm_E2MO&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,702 Entire apartment | Near Lleras | Pool | Gym,$729,729,145.8,5,4.91,139,3,3,2,5,Entire home/apt,6.21384,-75.56383,2026-08-29,2026-09-03,4.95,4.94,4.93,4.95,4.88,4.931428571428571,,4.9,0.03367626886145404
1690885185048229083,https://www.airbnb.com/rooms/1690885185048229083?search_mode=regular_search&adults=1&check_in=2026-08-27&check_out=2026-09-01&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3diovLe3DXXBy8l&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Tesoro,23rd Floor | Luxury Apartment 5 Min from Provenza,$1052,1052,210.4,5,0,0,3,5,3,7,Entire home/apt,6.20289,-75.55987,2026-08-27,2026-09-01,5,5,5,5,5,5,,unknown,0
669605800361971748,https://www.airbnb.com/rooms/669605800361971748?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3rEA0jge_2yfXPo&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Tesoro,☀️Beautiful apartment✔️ Free parking 👍/ Central❤️,$237,237,47.4,5,4.83,132,0.5,1,1,3,Entire home/apt,6.2081,-75.5599,2026-07-09,2026-07-14,4.86,4.77,4.86,4.9,4.74,4.841428571428572,,4.8,0.10189873417721519
758062469228314722,https://www.airbnb.com/rooms/758062469228314722?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3Qn9eTqg4fP208Y&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Tesoro,Provenza Forever W&L Bldg. 51 Jacuzzi Billard,$1307,1307,261.4,5,4.86,179,3,4,3,8,Entire home/apt,6.2027,-75.5619,2026-07-19,2026-07-24,4.91,4.92,4.93,4.85,4.77,4.880000000000001,,4.8,0.01859219586840092
1628442384969861317,https://www.airbnb.com/rooms/1628442384969861317?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3zM6kh7-TDmu-ua&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,Stylish Luxury Apartment in Poblado/Top View,$743,743,148.6,5,4.75,12,2,3,2,4,Entire home/apt,6.2164,-75.5569,2026-07-11,2026-07-16,4.92,4.75,4.92,5,4.83,4.857142857142857,,4.7,0.0319650067294751
980487185052079695,https://www.airbnb.com/rooms/980487185052079695?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3LNgcwU4ufDhfCo&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in El Tesoro,An unparalleled location in Provence,$623,623,124.6,5,4.98,171,1,1,1,2,Entire home/apt,6.2062,-75.56068,2026-07-12,2026-07-17,4.96,4.98,5,4.96,4.89,4.961428571428572,,4.9,0.039967897271268066
1511178480226988278,https://www.airbnb.com/rooms/1511178480226988278?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P3xSsoSEbVy7Jguh&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,La Rock• 3BR King Bed Cave B + Jacuzzi Near Lleras,$776,776,155.2,5,5,22,3,3,3,6,Entire home/apt,6.210437994459063,-75.5715629976516,2026-07-09,2026-07-14,5,4.95,4.91,5,4.82,4.954285714285715,,5.0,0.03221649484536083
1216794214443848729,https://www.airbnb.com/rooms/1216794214443848729?search_mode=regular_search&adults=1&check_in=2026-09-08&check_out=2026-09-13&children=0&infants=0&pets=0&source_impression_id=p3_1783637759_P307R-e98xW48cm9&previous_page_section_name=1000&federated_search_id=28c5729e-b1c9-44dc-a5af-999ba1dda53d,Apartment in Medellín,Great view 3 bedroom apartment near Provenza,$986,986,197.2,5,4.96,112,3,3,4,6,Entire home/apt,6.2135,-75.5645,2026-09-08,2026-09-13,4.96,4.89,4.91,4.98,4.94,4.942857142857143,,4.9,0.02515212981744422
